Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
593305,4/8/2025,4/8/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,155,0,4/16/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
593452,4/10/2025,4/10/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,155,0,4/16/2025,Villa Luna Blanca,Approved,Supplies Repairs and Maintenance
593480,4/10/2025,4/10/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,155,0,4/16/2025,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
593469,4/10/2025,4/10/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,155,0,4/16/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
593453,4/10/2025,4/10/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,155,0,4/16/2025,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
593831,4/16/2025,4/16/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,25,,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
594344,4/23/2025,5/23/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,155,,The Marula Nest,Exempt,Supplies Repairs and Maintenance
594403,4/24/2025,4/24/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
594415,4/24/2025,4/24/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Villa Solara,Exempt,Supplies Repairs and Maintenance
594455,4/24/2025,4/24/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,190,,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
594409,4/24/2025,5/24/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Whispering Palms Estate,Approved,Supplies Repairs and Maintenance
594414,4/24/2025,5/24/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
594568,4/25/2025,4/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,155,,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
594542,4/25/2025,5/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
594543,4/25/2025,5/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
594540,4/25/2025,4/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,The Marula Nest,Exempt,Supplies Repairs and Maintenance
594550,4/25/2025,4/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
594547,4/25/2025,4/25/2025,7610 - Legal Expenses,Law Offices Lowenhaupt Sawyers & Spinale,0,455,,Villa Sereno,Exempt,Supplies Repairs and Maintenance
1325,10/15/2024,10/15/2024,7610 - Legal Expenses,Law Offices Of Carla A. Anzaldi,"3,000.00",0,10/22/2024,Villa Sereno,Approved,Supplies Repairs and Maintenance
2600-102 Purchase Deposit,3/5/2025,3/5/2025,1398 - Closing Cost,Law Offices of Isaac Benmergui PA,"75,000.00",0,3/5/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
305810,4/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/11/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
305811,4/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,4/11/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
305812,4/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,4/11/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
305802,4/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,4/11/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
305859,4/2/2024,4/2/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
305554,4/4/2024,4/4/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,4/11/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
306128,4/8/2024,5/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
306143,4/8/2024,4/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
281698,4/15/2024,4/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/18/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
283493,4/15/2024,4/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",461,0,4/18/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
280378,4/15/2024,4/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,4/18/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
306751,4/19/2024,4/19/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,5/16/2024,Villa Sereno,Approved,Supplies Repairs and Maintenance
307359,4/25/2024,5/24/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,5/16/2024,Villa Azure Cove,Approved,Supplies Repairs and Maintenance
307402,4/26/2024,4/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,5/16/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
307404,4/26/2024,4/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",498,0,5/16/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
307669,5/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,5/16/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
307668,5/1/2024,5/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,5/16/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
307737,5/1/2024,6/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",536.5,0,5/16/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
307819,5/2/2024,6/2/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/29/2024,Villa Cielo Alto,,Supplies Repairs and Maintenance
308409,5/15/2024,6/14/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,6/6/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
308408,5/15/2024,6/14/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,6/6/2024,Villa Sereno,Exempt,Supplies Repairs and Maintenance
309008,5/22/2024,6/22/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
308971,5/22/2024,6/22/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/29/2024,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
309010,5/22/2024,6/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,11/15/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
309396,5/28/2024,6/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
309445,5/28/2024,5/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",532,0,10/25/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
309017,5/29/2024,5/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
309722,5/30/2024,6/30/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
309427,6/4/2024,6/4/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
310825,6/17/2024,6/17/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
311391,6/21/2024,7/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
311796,6/26/2024,6/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,8/17/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
311385,6/27/2024,6/27/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
311995,6/28/2024,7/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/29/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
311996,6/28/2024,7/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/29/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
312022,7/1/2024,8/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
312235,7/3/2024,8/3/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
312202,7/3/2024,8/3/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
312372,7/8/2024,7/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/19/2024,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
312323,7/8/2024,7/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/19/2024,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
312423,7/9/2024,7/9/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,7/19/2024,The Golden Banyan,Approved,Supplies Repairs and Maintenance
312925,7/15/2024,8/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/30/2024,The Golden Banyan,Approved,Supplies Repairs and Maintenance
313417,7/18/2024,7/18/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",459.5,0,7/30/2024,Villa Solara,Approved,Supplies Repairs and Maintenance
312314,7/22/2024,7/22/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,7/29/2024,Casa Aurora,Approved,Supplies Repairs and Maintenance
314211,7/25/2024,8/24/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,7/30/2024,Villa Driftwood,Approved,Supplies Repairs and Maintenance
314233,7/25/2024,7/25/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,8/17/2024,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
314414,7/26/2024,7/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,8/17/2024,Casa Aurora,Approved,Supplies Repairs and Maintenance
314464,7/29/2024,8/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,8/17/2024,Casa Seraphina,Approved,Supplies Repairs and Maintenance
314752,8/1/2024,8/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,8/17/2024,The Marula Nest,Approved,Supplies Repairs and Maintenance
314850,8/1/2024,8/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,8/17/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
314755,8/1/2024,9/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
314767,8/1/2024,9/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
INVOICE #: 314861,8/2/2024,9/1/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,8/17/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
315193,8/9/2024,8/9/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,8/17/2024,Villa Driftwood,Approved,Supplies Repairs and Maintenance
315169,8/9/2024,9/9/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
315665,8/14/2024,8/14/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,8/17/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
315661,8/14/2024,9/13/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
315773,8/15/2024,8/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,8/17/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
315774,8/16/2024,9/15/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,9/5/2024,Villa Olivetta,Approved,Supplies Repairs and Maintenance
316505,8/22/2024,9/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
316506,8/22/2024,9/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Casa del Mariposa,Approved,Supplies Repairs and Maintenance
316456,8/22/2024,9/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,9/5/2024,Casa del Mariposa,Approved,Supplies Repairs and Maintenance
316511,8/22/2024,9/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
316645,8/23/2024,9/23/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,10/16/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
316703,8/26/2024,9/25/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,9/5/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
316758,8/26/2024,8/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",505,0,9/5/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
316781,8/26/2024,8/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,9/5/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
316739,8/26/2024,9/26/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,10/16/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
316873,8/27/2024,8/27/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",503,0,9/12/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
316512,8/28/2024,9/27/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/5/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
317157,8/29/2024,8/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
317435,9/5/2024,9/5/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,9/11/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
317712,9/10/2024,9/10/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,10/15/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
317990,9/13/2024,9/13/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,10/15/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
318235,9/16/2024,9/16/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Villa Sereno,Exempt,Supplies Repairs and Maintenance
318789,9/23/2024,10/23/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,10/16/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
319122,9/25/2024,9/25/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,10/15/2024,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
319431,9/30/2024,10/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,10/16/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
319469,10/1/2024,10/30/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,10/16/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
315037,10/4/2024,10/4/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",525,0,10/18/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
319702,10/8/2024,10/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,10/18/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
320359,10/8/2024,10/8/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
320374,10/17/2024,10/17/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,10/25/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
320574,10/21/2024,10/21/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,11/15/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
320938,10/24/2024,10/24/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,11/15/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
321215,10/28/2024,10/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,11/15/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
321320,10/29/2024,10/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,11/15/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
321365,10/29/2024,10/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,11/15/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
321357,10/29/2024,10/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,11/15/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
321287,10/29/2024,10/29/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,11/15/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
321351,10/29/2024,11/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/19/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
321347,10/29/2024,11/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/19/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
321355,10/29/2024,11/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/19/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
321661,11/4/2024,12/4/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,12/19/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
321765,11/5/2024,11/5/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,11/18/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
322084,11/11/2024,11/11/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,1/23/2025,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
322614,11/20/2024,12/20/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",505,0,4/24/2025,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
322893,11/22/2024,12/22/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/19/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
323185,11/25/2024,12/25/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/19/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
323215,11/25/2024,12/24/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/24/2025,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
323450,11/27/2024,11/27/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,12/17/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
323228,11/28/2024,11/28/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,12/17/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
323671,12/2/2024,12/2/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",469,0,12/16/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
323675,12/2/2024,12/2/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",435,0,12/16/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
323888,12/6/2024,1/6/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/7/2025,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
323895,12/6/2024,1/6/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/7/2025,Casa Aurora,Exempt,Supplies Repairs and Maintenance
323894,12/6/2024,1/6/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/7/2025,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
323920,12/9/2024,12/9/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/24/2025,Villa Solara,Approved,Supplies Repairs and Maintenance
324790,12/19/2024,1/18/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,2/28/2025,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
325373,12/30/2024,12/30/2024,7610 - Legal Expenses,"Law Offices of James I. Barron, III",435,0,3/20/2025,Casa Aurora,Exempt,Supplies Repairs and Maintenance
325467,12/31/2024,1/30/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,1/23/2025,Villa Solara,Approved,Supplies Repairs and Maintenance
325559,1/2/2025,2/1/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/23/2025,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
325727,1/3/2025,2/2/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/31/2025,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
325724,1/3/2025,2/2/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/31/2025,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
325726,1/3/2025,2/2/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,1/31/2025,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
326019,1/9/2025,2/8/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,1/31/2025,Villa Cielo Alto,Approved,Supplies Repairs and Maintenance
326421,1/14/2025,2/13/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,2/28/2025,The Velvet Horizon,Approved,Supplies Repairs and Maintenance
327413,1/22/2025,2/22/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,2/12/2025,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
328230,1/31/2025,1/31/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,2/28/2025,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
328277,1/31/2025,1/31/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,2/12/2025,Whispering Palms Estate,Approved,Supplies Repairs and Maintenance
328286,1/31/2025,1/31/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,2/28/2025,Villa Sereno,Exempt,Supplies Repairs and Maintenance
328571,2/5/2025,3/5/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,3/10/2025,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
328575,2/5/2025,3/5/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,3/10/2025,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
328700,2/7/2025,2/7/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,2/12/2025,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
328915,2/12/2025,3/12/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,3/10/2025,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
329129,2/13/2025,2/13/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
329258,2/17/2025,2/17/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,2/28/2025,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
328208,2/21/2025,2/21/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",473,0,2/25/2025,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
330257,2/26/2025,2/26/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/24/2025,Casa Aurora,Exempt,Supplies Repairs and Maintenance
330448,2/27/2025,3/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,3/10/2025,Villa Sereno,Exempt,Supplies Repairs and Maintenance
330454,2/27/2025,3/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,3/10/2025,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
330438,2/27/2025,3/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",505,0,3/10/2025,Casa Aurora,Exempt,Supplies Repairs and Maintenance
330303,2/27/2025,3/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,3/10/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
330409,2/27/2025,3/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,3/10/2025,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
330405,2/27/2025,2/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",0,505,,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
330621,2/28/2025,2/28/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/24/2025,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
330650,3/3/2025,4/3/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,3/10/2025,Villa Sereno,Exempt,Supplies Repairs and Maintenance
330846,3/5/2025,4/5/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",505,0,3/24/2025,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
331573,3/17/2025,3/17/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/24/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
332099,3/21/2025,3/21/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,3/31/2025,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
332386,3/26/2025,4/25/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",435,0,4/15/2025,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
